domain	alnlen	evalue	bits
d2hboa1.pdb	142	9.801e-30	1268.0
d1ckaa_.pdb	57	1.671e-10	487.0
d1v4pa_.pdb	151	3.428e-34	1323.0
d3fuca_.pdb	274	5.272e-64	2438.0
d2bjia_.pdb	274	1.385e-59	2378.0
d1ig4a_.pdb	75	2.255e-17	668.0
d1mioa_.pdb	525	0.0	4642.0
d1qzga_.pdb	170	6.32e-39	1552.0
d2fhza1.pdb	83	9.496e-18	658.0
d3c9ua2.pdb	163	5.262e-39	1423.0
d1jw2a_.pdb	72	2.877e-12	496.0
d1lf6a2.pdb	277	3.061e-58	2520.0
d1v5oa_.pdb	102	4.029e-22	836.0
d2ahob1.pdb	91	2.601e-12	568.0
d2c2aa2.pdb	151	2.862e-35	1326.0
d1aoaa2.pdb	116	1.483e-20	901.0
d1jl1a_.pdb	152	9.676e-35	1312.0
d2ctfa1.pdb	90	2.923e-18	662.0
d2vria_.pdb	173	9.956e-42	1492.0
d1lsta_.pdb	238	1.539e-55	2075.0
d2z10a_.pdb	188	7.355e-43	1646.0
d1pbja3.pdb	120	1.12e-25	941.0
d2ajaa1.pdb	342	1.144e-47	2696.0
d1by2a_.pdb	112	6.106e-27	1020.0
d1t0tv_.pdb	243	1.746e-52	2041.0
d2qs8a2.pdb	310	4.764e-67	2651.0
d2r7da1.pdb	58	2.712e-11	495.0
d1a79a2.pdb	74	3.267e-17	627.0
d1ezia_.pdb	216	1.461e-49	1839.0
d1yuja_.pdb	54	1.546e-10	390.0
d1zc3b_.pdb	109	6.023e-21	933.0
d3b60a2.pdb	319	2.217e-39	2135.0
d1kcma_.pdb	256	5.004e-56	2214.0
d2jf2a_.pdb	264	3.509e-48	2335.0
d1a79a1.pdb	97	1.882e-23	796.0
d1jeta_.pdb	517	0.0	4791.0
d1p7hl1.pdb	103	5.083e-21	972.0
d2avna1.pdb	246	1.77e-56	2095.0
d1lucb_.pdb	320	2.592e-69	2733.0
d1o8ba2.pdb	72	9.374e-15	578.0
d1sv0c_.pdb	82	4.138e-16	648.0
d1v0ea2.pdb	150	1.914e-28	1081.0
d2ah2a1.pdb	225	2.776e-47	2093.0
d1hf8a1.pdb	132	7.737e-20	896.0
d1o9aa1.pdb	44	2.527e-09	392.0
d1q40b_.pdb	186	4.025e-41	1573.0
d2c9wa1.pdb	50	1.928e-08	332.0
d2enda_.pdb	137	9.482e-26	1058.0
d2ot2a1.pdb	90	7.589e-20	787.0
d3q20a_.pdb	114	8.032e-16	670.0
d1gm5a3.pdb	259	1.131e-55	2084.0
d2f2ab2.pdb	290	1.799e-67	2656.0
d1p0ha_.pdb	290	5.551e-66	2547.0
d3cina2.pdb	107	5.189e-24	919.0
d1h6ga2.pdb	124	3.856e-17	821.0
d1tifa_.pdb	76	2.697e-15	584.0
d1vcfa1.pdb	299	1.72e-67	2584.0
d1ucda_.pdb	190	2.814e-45	1728.0
d2ftsa3.pdb	155	3.69e-36	1354.0
d1fjna_.pdb	39	7.754e-09	317.0
d1g1pa_.pdb	32	6.376e-07	245.0
d1g3nc1.pdb	132	2.311e-20	954.0
d1a1ia1.pdb	29	1.101e-05	195.0
d1a9na_.pdb	162	1.05e-33	1435.0
d1khva_.pdb	493	5.458e-102	4365.0
d1g7oa1.pdb	140	2.311e-21	1052.0
d1nn4a_.pdb	159	2.05e-35	1368.0
d2j97a_.pdb	98	1.68e-18	846.0
d1f44a1.pdb	110	1.565e-17	772.0
d1laba_.pdb	80	1.426e-16	682.0
d1qlwa_.pdb	318	7.972e-74	2775.0
d1e58a_.pdb	247	2.593e-59	2182.0
d3fz4a_.pdb	119	2.168e-27	986.0
d1h6ua2.pdb	227	1.031e-44	1976.0
d1ufia_.pdb	48	4.996e-07	268.0
d1ufma_.pdb	84	1.304e-15	603.0
d1vr5a1.pdb	535	0.0	4860.0
d1v0wa2.pdb	240	1.999e-55	2169.0
d1f06a2.pdb	150	7.714e-35	1311.0
d1wb1a1.pdb	92	6.156e-18	820.0
d2cx1a2.pdb	90	1.142e-18	779.0
d2q07a3.pdb	66	9.876e-13	490.0
d1qwza_.pdb	235	1.354e-54	2041.0
d2fqma1.pdb	65	6.924e-11	440.0
d2iwra_.pdb	176	6.421e-41	1513.0
d1s9ca2.pdb	122	1.412e-26	1065.0
d1xuva_.pdb	163	1.542e-31	1369.0
d1b35b_.pdb	255	7.747e-53	2178.0
d1zoqc_.pdb	47	4.704e-07	244.0
d1zoxa_.pdb	110	1.576e-24	1070.0
d3ktza_.pdb	251	3.941e-60	2243.0
d1n7za_.pdb	328	1.598e-73	3019.0
d1iowa1.pdb	96	2.986e-21	772.0
d1r6ja_.pdb	82	1.114e-16	667.0
d1y0ya3.pdb	255	4.975e-61	2333.0
d1gsoa2.pdb	105	1.466e-22	858.0
d1sknp_.pdb	74	1.467e-11	456.0
d1u0ja_.pdb	261	4.289e-58	2258.0
d3n1fc_.pdb	94	2.005e-19	911.0
d1n0ea_.pdb	141	1.983e-30	1212.0
d1wiha_.pdb	84	1.251e-17	680.0
d2bgca1.pdb	100	1.313e-19	767.0
d2dyrb1.pdb	137	3.274e-29	1276.0
d3o7ma_.pdb	166	1.031e-36	1454.0
d1pjha_.pdb	259	4.432e-55	2233.0
d3grsa1.pdb	221	1.058e-49	1882.0
d1rqpa1.pdb	106	1.203e-23	958.0
d1yrra2.pdb	296	1.583e-64	2597.0
d1o0wa2.pdb	69	1.854e-14	550.0
d1svba1.pdb	93	2.625e-18	850.0
d2cx7a_.pdb	129	7.365e-28	1102.0
d2xwpa_.pdb	257	7.076e-58	2185.0
d2k5qa1.pdb	96	8.988e-18	784.0
d1bm8a_.pdb	99	5.531e-20	832.0
d1jrob1.pdb	122	2.541e-26	996.0
d1qyia_.pdb	380	1.268e-65	3233.0
d1mixa2.pdb	92	1.047e-17	787.0
d1vr9a3.pdb	121	1.192e-28	1039.0
d2a0ma1.pdb	298	9.801e-67	2654.0
d1vfga1.pdb	215	3.51e-30	1542.0
d2hppp_.pdb	79	1.607e-18	675.0
d2i7va_.pdb	433	1.747e-101	4067.0
d2pu9b_.pdb	74	9.203e-16	657.0
d3mjoa_.pdb	296	6.469e-40	2194.0
d1tdqa1.pdb	93	9.912e-18	842.0
d2e2ra_.pdb	227	1.554e-34	1707.0
d1et9a1.pdb	86	1.288e-18	731.0
d1tf5a2.pdb	210	2.223e-29	1389.0
d2gu3a1.pdb	63	1.856e-11	506.0
d2p4oa1.pdb	302	6.453e-60	2800.0
d1sppb_.pdb	112	1.844e-27	1091.0
d1xwya1.pdb	260	3.967e-56	2241.0
d2fo1e1.pdb	277	1.995e-47	2260.0
d3proc1.pdb	80	2.022e-16	600.0
d1c8ua2.pdb	171	3.946e-35	1502.0
d1q7ha2.pdb	66	1.75e-13	549.0
d1ts9a_.pdb	98	7.392e-19	788.0
d2c6ua_.pdb	122	1.288e-26	1112.0
d2p65a_.pdb	185	2.961e-41	1541.0
d1n2aa2.pdb	80	8.428e-18	660.0
d1tlja_.pdb	189	1.496e-39	1579.0
d3bkra_.pdb	119	1.817e-25	937.0
d2bo4a1.pdb	380	4.226e-77	3318.0
d1wiea_.pdb	96	4.606e-20	794.0
d2bcqa3.pdb	190	1.075e-44	1667.0
d1o59a1.pdb	179	1.352e-37	1593.0
d2a0ua1.pdb	374	1.443e-77	3204.0
d1uj8a1.pdb	64	1.127e-11	493.0
d1wzla3.pdb	382	4.686e-84	3367.0
d1wwma1.pdb	180	5.707e-27	1346.0
d2qjga_.pdb	272	1.364e-60	2397.0
d2hr3a1.pdb	139	1.321e-24	913.0
d1jr3d1.pdb	127	4.256e-18	816.0
d1owla1.pdb	271	5.635e-40	2182.0
d2ihta1.pdb	177	6.91e-40	1444.0
d1o75a3.pdb	191	6.942e-40	1725.0
d2fbla1.pdb	144	1.145e-29	1290.0
d1ccwb_.pdb	483	1.178e-95	4241.0
d1u09a_.pdb	476	4.668e-100	4276.0
d1nfga2.pdb	330	5.387e-76	2876.0
d1qsaa1.pdb	450	6.112e-56	3284.0
d1gz8a_.pdb	291	1.428e-62	2503.0
d2i71a1.pdb	368	1.605e-77	3185.0
d1bf6a_.pdb	291	8.52e-65	2504.0
d2p5ka1.pdb	63	1.582e-11	430.0
d3c07a1.pdb	75	3.829e-12	463.0
d3ddja2.pdb	132	4.569e-30	1093.0
d1f20a2.pdb	165	2.61e-38	1415.0
d1xfsa_.pdb	154	4.351e-33	1377.0
d3kv1a_.pdb	253	4.016e-58	2183.0
d2f9ia_.pdb	309	1.538e-62	2570.0
d1uyra1.pdb	333	9.287e-75	2923.0
d1txka2.pdb	370	1.646e-79	3545.0
d1h32a1.pdb	150	1.601e-34	1244.0
d1oxxk2.pdb	242	3.487e-58	2147.0
d3ffha_.pdb	354	3.338e-78	2987.0
d2nuha_.pdb	104	4.673e-22	886.0
d1ee8a2.pdb	121	2.4e-26	1081.0
d1ok3a2.pdb	64	2.137e-13	556.0
d1q06a_.pdb	122	3.859e-22	817.0
d1s3ea2.pdb	112	1.42e-25	955.0
d2arca_.pdb	161	8.275e-37	1489.0
d1vhwa_.pdb	237	4.527e-56	2134.0
d1nz0a_.pdb	109	1.755e-23	854.0
d1vf6c_.pdb	51	5.5e-08	312.0
d1vk1a_.pdb	232	1.493e-50	1993.0
d3uyoa_.pdb	114	4.347e-25	939.0
d1ls1a2.pdb	201	1.497e-43	1639.0
d3c9fa2.pdb	322	3.24e-77	2953.0
d2cc6a_.pdb	64	1.382e-11	501.0
d2fyxa1.pdb	130	1.434e-27	1067.0
d1efdn_.pdb	262	9.638e-62	2381.0
d1tgsi_.pdb	56	2.157e-12	460.0
d1u02a_.pdb	229	5.675e-53	1975.0
d1hkqa_.pdb	125	6.773e-27	992.0
d1pa4a_.pdb	96	9.32e-22	768.0
d1rrea_.pdb	182	8.612e-45	1659.0
d2x1wa_.pdb	98	1.197e-16	786.0
d1lara2.pdb	249	2.156e-58	2235.0
d2nwia1.pdb	160	1.963e-29	1265.0
d1mnna_.pdb	290	7.058e-64	2726.0
d2yvta1.pdb	257	1.376e-57	2216.0
d4a3na_.pdb	64	1.574e-10	399.0
d1cd9b1.pdb	107	5.859e-22	1015.0
d1nuia2.pdb	50	6.701e-11	421.0
d1p0za_.pdb	131	3.064e-28	1089.0
d1yu5x_.pdb	67	9.251e-14	524.0
d1zlja_.pdb	69	2.471e-10	444.0
d2hy5a1.pdb	130	2.101e-29	1107.0
d1hc7a1.pdb	127	5.944e-28	1025.0
d1ugoa_.pdb	99	8.26e-15	688.0
d1ylka_.pdb	163	3.661e-36	1357.0
d2ia1a1.pdb	165	1.993e-33	1313.0
d1j6oa_.pdb	260	3.933e-54	2157.0
d3h0oa_.pdb	240	7.429e-50	2272.0
d1t6la2.pdb	123	6.613e-25	1084.0
d2nlza1.pdb	533	0.0	4899.0
d2nn6g2.pdb	68	4.354e-16	628.0
d2wura_.pdb	226	4.8e-50	2217.0
d1ss6a_.pdb	102	1.649e-22	819.0
d1we8a_.pdb	104	1.638e-20	784.0
d2grea1.pdb	94	9.52e-18	800.0
d1l5xa_.pdb	276	7.347e-63	2445.0
d1dr9a1.pdb	105	1.114e-22	960.0
d1n12a_.pdb	138	7.27e-27	1219.0
d1yt3a2.pdb	81	4.108e-14	582.0
d2apoa1.pdb	85	1.368e-20	744.0
d2fk8a1.pdb	280	7.613e-61	2455.0
d1w6ka2.pdb	279	2.717e-44	2277.0
d1am9a_.pdb	80	1.295e-11	413.0
d1bgka_.pdb	37	1.615e-07	296.0
d1djaa_.pdb	258	2.171e-55	2208.0
d1el6a_.pdb	208	6.051e-41	1763.0
d1ynfa1.pdb	429	7.519e-97	3796.0
d1kp6a_.pdb	79	3.112e-18	678.0
d1pu1a_.pdb	91	2.47e-17	660.0
d1w0pa2.pdb	197	8.555e-41	1865.0
d3oeqa_.pdb	121	1.149e-21	908.0
d1eaic_.pdb	61	1.404e-12	500.0
d1fvia1.pdb	80	1.95e-15	697.0
d1p8kz1.pdb	125	5.954e-26	994.0
d1z3ix2.pdb	298	8.599e-66	2576.0
d5ruba2.pdb	125	4.404e-30	1090.0
d1jrma_.pdb	104	9.606e-24	911.0
d1sqia1.pdb	149	1.088e-30	1262.0
d2djaa1.pdb	71	1.879e-13	502.0
d2faza1.pdb	76	1.883e-17	659.0
d2nlra_.pdb	222	1.967e-46	2118.0
d1r0ua_.pdb	142	1.005e-25	1264.0
d2h6fb1.pdb	401	3.83e-76	3436.0
d1r4xa1.pdb	163	4.059e-31	1451.0
d2p39a_.pdb	142	8.023e-30	1321.0
d2guja1.pdb	133	6.65e-25	1125.0
d1fs0g_.pdb	219	4.176e-42	1742.0
d2dsna_.pdb	387	6.566e-94	3541.0
d1qkka_.pdb	139	7.887e-28	1042.0
d2f5ka1.pdb	83	5.272e-15	649.0
d2q66a3.pdb	172	1.441e-40	1483.0
d1i4ua_.pdb	181	1.164e-35	1601.0
d2gl5a2.pdb	122	1.516e-26	1030.0
d1a3qa2.pdb	184	3.738e-40	1652.0
d1shyb2.pdb	49	8.588e-10	368.0
d1ogyb_.pdb	126	1.112e-26	971.0
d1qfxa_.pdb	441	1.298e-94	3958.0
d1nr0a1.pdb	311	2.444e-65	2958.0
d3dkud_.pdb	148	1.17e-35	1375.0
d1hbnb2.pdb	187	1.725e-41	1519.0
d1vl1a_.pdb	218	1.518e-48	1914.0
d1i7qb_.pdb	192	4.882e-46	1729.0
d1we9a_.pdb	64	2.228e-13	498.0
d1xpha1.pdb	130	6.601e-28	1163.0
d2fd5a1.pdb	76	1.798e-11	507.0
d2vkva1.pdb	62	2.812e-09	397.0
d2vmha_.pdb	147	8.898e-30	1343.0
d1o7fa2.pdb	155	1.62e-34	1367.0
d1y0za_.pdb	321	1.598e-77	2908.0
d1pn5a1.pdb	93	1.63e-16	679.0
d1ro2a_.pdb	210	4.494e-50	1854.0
d2fmla1.pdb	57	3.693e-11	415.0
d2idaa1.pdb	102	9.052e-23	894.0
d2paja2.pdb	282	1.02e-63	2477.0
d1zyba2.pdb	147	7.385e-30	1233.0
d2oqoa1.pdb	181	1.721e-28	1412.0
d1ep3b1.pdb	101	1.063e-19	893.0
d1t3ta6.pdb	168	1.757e-37	1459.0
d2obpa1.pdb	81	2.701e-15	577.0
d3hcga_.pdb	145	4.008e-32	1277.0
d1hxmb1.pdb	123	7.453e-26	1157.0
d1yeya2.pdb	133	6.031e-27	1110.0
d2pg3a1.pdb	221	3.463e-48	1858.0
d1wm3a_.pdb	72	1.413e-16	621.0
d2clya1.pdb	105	1.147e-13	410.0
d3pmta_.pdb	55	2.106e-10	463.0
d1guta_.pdb	67	5.733e-11	507.0
d1ne6a2.pdb	132	5.154e-31	1174.0
d1xtea_.pdb	116	2.375e-23	939.0
d2gvia2.pdb	33	1.347e-06	262.0
d2i1qa1.pdb	60	2.82e-11	445.0
d2o0ma1.pdb	247	2.034e-54	2095.0
d1urha1.pdb	147	1.043e-34	1276.0
d2io8a3.pdb	297	1.572e-69	2662.0
d1oc0b_.pdb	37	1.831e-08	286.0
d2g6ta1.pdb	305	8.535e-65	2621.0
d1u5ha_.pdb	223	4.372e-48	1895.0
d1f53a_.pdb	84	2.692e-19	807.0
d1jkna_.pdb	165	2.793e-40	1511.0
d1wcua_.pdb	149	2.293e-32	1423.0
d3d2la_.pdb	238	1.139e-56	2187.0
d2cqma1.pdb	109	5.865e-22	875.0
d3e29a_.pdb	134	3.504e-35	1162.0
d1luza_.pdb	85	1.02e-18	743.0
d1si2a_.pdb	120	3.083e-27	1053.0
d1tv5a1.pdb	371	2.619e-82	3267.0
d1vkha_.pdb	261	5.462e-56	2219.0
d1pota_.pdb	322	8.458e-74	2859.0
d1a8pa1.pdb	99	8.224e-19	873.0
d1o6la_.pdb	317	3.539e-66	2734.0
d2outa1.pdb	38	2.768e-06	235.0
d2outa2.pdb	67	6.195e-13	521.0
d3c6ba_.pdb	291	7.179e-67	2645.0
d2giya1.pdb	177	2.521e-41	1657.0
d1ifqa_.pdb	127	3.049e-25	1005.0
d3dhoa_.pdb	203	1.576e-44	1819.0
d1duvg2.pdb	183	2.856e-43	1565.0
d1wnaa_.pdb	127	1.497e-29	1109.0
d2nqra2.pdb	171	9.216e-37	1482.0
d1cmxa_.pdb	214	2.976e-49	1844.0
d1vhka2.pdb	163	3.413e-36	1415.0
d1ataa_.pdb	62	1.166e-13	507.0
d1cfra_.pdb	283	4.377e-57	2344.0
d2dy8a1.pdb	69	5.627e-14	558.0
d3b57a1.pdb	178	6.161e-26	1265.0
d1x6za_.pdb	119	1.064e-27	1015.0
d2ifga1.pdb	92	1.077e-16	787.0
d1d5ta1.pdb	336	2.628e-75	3010.0
d3dxsx_.pdb	74	1.117e-16	613.0
d1c20a_.pdb	128	2.102e-23	901.0
d1exta2.pdb	44	6.526e-09	347.0
d1gl0i_.pdb	32	3.154e-06	252.0
d1gvna_.pdb	87	3.691e-13	560.0
d1npya1.pdb	167	3.028e-36	1393.0
d2gf3a1.pdb	281	2.666e-65	2562.0
d1uyra2.pdb	365	2.129e-79	3106.0
d1olza2.pdb	474	8.996e-96	4554.0
d1lfba_.pdb	77	7.06e-13	568.0
d1omwa1.pdb	157	2.868e-24	1146.0
d1wgoa_.pdb	123	4.072e-22	1001.0
d3bypa1.pdb	82	9.378e-17	608.0
d1cf2o2.pdb	165	1.223e-40	1502.0
d1qr4a2.pdb	88	5.541e-15	713.0
d1z1sa1.pdb	129	1.178e-27	1133.0
d3blha1.pdb	292	8.289e-63	2565.0
d3ft1a_.pdb	100	2.751e-19	904.0
d1i24a_.pdb	392	7.464e-89	3516.0
d1qksa2.pdb	432	1.55e-95	4209.0
d1f89a_.pdb	271	8.607e-65	2451.0
d2o1ma_.pdb	232	4.356e-53	1971.0
d1qwoa_.pdb	435	5.785e-88	3899.0
d1nsza_.pdb	340	2.179e-74	3191.0
d2qalf1.pdb	100	9.76e-22	859.0
d1fs1b1.pdb	55	1.245e-08	325.0
d1gnwa2.pdb	84	9.452e-19	710.0
d1udxa1.pdb	156	2.367e-32	1472.0
d2ccya_.pdb	127	1.917e-19	906.0
d2qa9e_.pdb	185	5.52e-37	1720.0
d1k8rb_.pdb	82	2.513e-17	656.0
d1otra_.pdb	49	1.05e-06	267.0
d1otsa_.pdb	444	4.133e-65	3501.0
d1eema1.pdb	139	1.818e-20	960.0
d1idpa_.pdb	147	8.761e-31	1281.0
d1wdkc1.pdb	262	4.728e-59	2264.0
d1dbha1.pdb	207	9.399e-29	1525.0
d1gl4b_.pdb	89	6.648e-18	813.0
d1np7a2.pdb	204	6.43e-47	1722.0
d2v0na3.pdb	161	6.881e-38	1370.0
d1iiea_.pdb	75	2.694e-13	515.0
d1ijba_.pdb	202	1.55e-47	1791.0
d2onsa1.pdb	311	4.415e-77	2803.0
d1yuaa1.pdb	65	1.766e-13	513.0
d2ahme1.pdb	155	5.839e-30	1182.0
d2plna_.pdb	118	1.196e-23	878.0
d1lghb_.pdb	43	1.175e-06	209.0
d3pvka_.pdb	330	2.087e-75	3170.0
d1zlhb1.pdb	37	7.124e-08	299.0
d2acva_.pdb	461	4.658e-96	4061.0
d2nq3a1.pdb	131	7.15e-26	1226.0
d1k0da2.pdb	92	8.49e-21	784.0
d1r45a_.pdb	201	1.54e-48	1744.0
d2ghpa1.pdb	74	1.502e-15	612.0
d2yana_.pdb	105	3.303e-22	831.0
d1bunb_.pdb	61	4.795e-14	532.0
d1ct5a_.pdb	228	1.325e-47	1886.0
d1b63a1.pdb	115	1.439e-28	1064.0
d1ixra1.pdb	73	7.255e-14	544.0
d1kopa_.pdb	223	2.041e-53	2134.0
d2d40a1.pdb	289	2.183e-64	2782.0
d1jh6a_.pdb	181	1.733e-38	1553.0
d2dlba1.pdb	70	6.402e-12	421.0
d2ix0a3.pdb	87	4.917e-17	762.0
d3dkca_.pdb	312	4.237e-65	2735.0
d1ijya_.pdb	122	1.66e-27	1017.0
d1rmga_.pdb	422	1.076e-73	3730.0
d1tlha_.pdb	89	3.724e-14	617.0
d1v58a2.pdb	60	7.789e-11	476.0
d1x5ha1.pdb	119	8.076e-23	1036.0
d3a40x_.pdb	255	2.924e-37	1974.0
d1u1ia2.pdb	105	1.816e-25	934.0
d2gmga1.pdb	105	2.91e-22	823.0
d3d10a_.pdb	92	7.563e-17	641.0
d3m7va1.pdb	282	2.145e-59	2503.0
d1v97a2.pdb	90	3.02e-21	797.0
d1wht.1.pdb	256	2.599e-58	2262.0
d1waaa_.pdb	92	1.671e-20	901.0
d2i9aa1.pdb	40	1.013e-08	326.0
d2ivxa2.pdb	113	1.26e-18	820.0
d3ctla_.pdb	219	1.074e-47	1850.0
d1lupa_.pdb	31	5.613e-06	239.0
d1ooya1.pdb	221	4.521e-53	2038.0
d2g0da_.pdb	404	3.252e-66	3290.0
d1pjza_.pdb	201	1.713e-50	1863.0
d2xw6a_.pdb	130	3.043e-30	1098.0
d1nsca_.pdb	390	5.575e-78	3846.0
d1olza3.pdb	56	1.707e-12	461.0
d1ozja_.pdb	126	5.076e-28	1058.0
d1t1ea2.pdb	179	5.108e-36	1512.0
d2j8ma_.pdb	171	1.743e-38	1470.0
d1lfwa2.pdb	196	5.973e-47	1837.0
d1za0a1.pdb	242	2.165e-35	1828.0
d1ca1a2.pdb	121	3.82e-23	1063.0
d1t0aa_.pdb	158	5.594e-40	1418.0
d2c60a1.pdb	80	6.852e-15	613.0
d2pk0a_.pdb	247	8.779e-53	2114.0
d1eucb2.pdb	246	2.83e-57	2167.0
d2bu3a1.pdb	199	7.714e-47	1720.0
d3f4wa_.pdb	211	3.768e-42	1755.0
d2h3ma_.pdb	94	7.202e-20	816.0
d3aaab_.pdb	250	8.836e-46	1976.0
d1shux_.pdb	181	7.44e-40	1565.0
d1ekea_.pdb	222	4.147e-46	1828.0
d1yp2a2.pdb	293	3.77e-72	2658.0
d3proc2.pdb	70	2.92e-15	554.0
d1fyhb1.pdb	98	3.351e-20	898.0
d1nyna_.pdb	111	2.363e-22	874.0
d1uura1.pdb	118	5.761e-16	730.0
d2f8la1.pdb	323	3.561e-66	2741.0
d1zy9a1.pdb	177	5.939e-35	1538.0
d4ubpa_.pdb	100	1.304e-20	788.0
d1iega_.pdb	207	3.184e-50	1834.0
d1uuna_.pdb	184	2.567e-37	1720.0
d2x7ka_.pdb	164	8.009e-37	1539.0
d1pbya3.pdb	78	6.362e-15	679.0
d1ylla1.pdb	190	3.567e-39	1831.0
d2oqea2.pdb	98	2.958e-20	824.0
d1df0a2.pdb	142	4.156e-29	1290.0
d1rypi_.pdb	222	9.124e-47	1880.0
d3cb0a_.pdb	166	4.922e-35	1500.0
d1qypa_.pdb	57	2.879e-11	484.0
d1twfh_.pdb	133	1.177e-26	1195.0
d2ivda1.pdb	341	7.055e-73	2910.0
d1v5ra1.pdb	85	1.95e-17	691.0
d1e8ca1.pdb	101	3.124e-23	860.0
d1om2a_.pdb	95	9.032e-15	607.0
d1qexa_.pdb	288	4.203e-60	2582.0
d1alya_.pdb	146	2.248e-28	1322.0
d1piea1.pdb	205	1.263e-45	1733.0
d3ilza_.pdb	267	1.077e-44	2098.0
d1wpwa_.pdb	336	4.863e-73	2908.0
d1z9ha2.pdb	113	7.17e-25	942.0
d3ejna1.pdb	450	2.564e-79	3791.0
d1whna_.pdb	128	1.229e-26	999.0
d2j7qa1.pdb	232	9.606e-52	2011.0
d1uk8a_.pdb	271	3.508e-61	2368.0
d1ji0a_.pdb	240	1.479e-55	2073.0
d2vw8a_.pdb	299	2.899e-69	2633.0
d1ujta_.pdb	120	1.144e-23	1048.0
d2jg5a_.pdb	306	1.593e-68	2725.0
d2btia_.pdb	58	4.16e-09	355.0
d2g39a2.pdb	274	1.677e-63	2407.0
d1nf1a_.pdb	260	8.683e-36	1982.0
d2i9ca1.pdb	121	4.756e-17	802.0
d2bv4a_.pdb	113	9.706e-23	1045.0
d3sbta_.pdb	253	1.416e-53	2167.0
d3coqa1.pdb	41	7.081e-07	271.0
d3cr3a1.pdb	192	1.034e-27	1417.0
d1u94a2.pdb	60	2.796e-11	428.0
d1vq8t1.pdb	119	2.885e-26	975.0
d2cnqa_.pdb	301	2.632e-64	2656.0
d1lrha_.pdb	160	3.617e-34	1498.0
d1ywfa1.pdb	241	5.423e-46	2003.0
d1k32a2.pdb	281	8.509e-56	2643.0
d1ofda3.pdb	430	5.797e-91	3883.0
d1iwga7.pdb	199	5.031e-27	1403.0
d1ujsa_.pdb	88	1.068e-16	669.0
d1vdka_.pdb	458	6.028e-70	3721.0
d1t9ha1.pdb	67	3.052e-13	547.0
d1wwha1.pdb	81	4.453e-19	682.0
d2g7la2.pdb	133	1.712e-19	909.0
d2y0ta_.pdb	52	7.576e-08	336.0
d3mv4m_.pdb	238	2.151e-55	2227.0
d1b9oa_.pdb	123	1.121e-27	1027.0
d2fzcb1.pdb	99	3.465e-21	843.0
d3n74d_.pdb	227	2.025e-50	1917.0
d2fe5a1.pdb	92	1.113e-17	791.0
d2tpta3.pdb	105	1e-22	846.0
d1djqa1.pdb	340	3.746e-71	3049.0
d1dnva_.pdb	415	3.081e-89	3795.0
d2b59b1.pdb	60	6.29e-12	436.0
d2cr9a1.pdb	126	1.468e-22	992.0
d3pa3a_.pdb	259	2.717e-56	2247.0
d1ufoa_.pdb	238	3.587e-56	2114.0
d2vb1a1.pdb	129	2.165e-27	1089.0
d3ijwa_.pdb	265	2.875e-63	2352.0
d1wj0a_.pdb	58	1.23e-12	473.0
d1wyxa_.pdb	68	8.221e-14	596.0
d2c07a1.pdb	246	2.485e-52	2096.0
d1uf9a_.pdb	191	1.874e-37	1405.0
d2hthb1.pdb	129	4.229e-24	1079.0
d1biha3.pdb	97	1.681e-21	931.0
d1i8xa_.pdb	30	3.174e-05	217.0
d1j5pa4.pdb	132	1.673e-28	1069.0
d1vq8a2.pdb	90	1.248e-16	709.0
d1zh8a2.pdb	144	9.551e-33	1258.0
d3mmha_.pdb	167	6.221e-37	1437.0
d1r7la_.pdb	103	5.816e-22	867.0
d1yc5a1.pdb	234	3.031e-54	2019.0
d1mwpa_.pdb	96	1.048e-19	859.0
d1v2aa1.pdb	125	8.735e-19	854.0
d1z05a1.pdb	71	2.161e-14	537.0
d2di0a1.pdb	63	3.233e-11	450.0
d2fh5b1.pdb	188	4.052e-42	1578.0
d1s5pa_.pdb	225	1.875e-54	1978.0
d2o8sa1.pdb	220	4.168e-31	1678.0
d1j3aa_.pdb	129	5.708e-27	1066.0
d1u34a_.pdb	119	3.718e-24	957.0
d1wvqa_.pdb	163	5.171e-36	1395.0
d1b6aa2.pdb	281	2.026e-65	2574.0
d1u58a2.pdb	124	1.564e-23	1021.0
d2dewx1.pdb	165	1.836e-35	1520.0
d1cb8a2.pdb	100	1.793e-18	857.0
d1r8o.1.pdb	96	4.382e-19	811.0
d2fxua1.pdb	133	3.401e-30	1134.0
d3eeqa1.pdb	115	1.058e-25	938.0
d1d0na3.pdb	121	3.017e-27	1034.0
d1nkra2.pdb	99	1.533e-20	932.0
d1vlba4.pdb	597	0.0	5628.0
d1tola2.pdb	91	1.206e-19	745.0
d1zroa1.pdb	273	7.03e-41	2145.0
d1kwga3.pdb	197	2.671e-46	1759.0
d2ajta2.pdb	328	9.74e-68	2778.0
d1zata1.pdb	126	3.198e-28	1161.0
d1tjgh1.pdb	132	1.478e-28	1260.0
d2r6gf1.pdb	246	5.83e-49	2040.0
d1qxya_.pdb	249	5.334e-55	2168.0
d3lo3a_.pdb	94	9.998e-21	786.0
d1k38a_.pdb	239	4.529e-53	2162.0
d2gnpa1.pdb	262	4.821e-60	2250.0
d1umua_.pdb	105	1.292e-19	866.0
d2ayxa2.pdb	117	6.611e-25	981.0
d3dc7a1.pdb	207	1.71e-48	1775.0
d1w3ba_.pdb	388	7.49e-49	2806.0
